Disease,Description,Source,Source_URL,Retrieved_Date,Canonical_Query
osteochondrosis,"Osteochondrosis is a family of orthopedic diseases of the joint that occur in children, adolescents and rapidly growing animals, particularly pigs, horses, dogs, and broiler chickens. They are characterized by interruption of the blood supply of a bone, in particular to the epiphysis, followed by localized bony necrosis, and later, regrowth of the bone. This disorder is defined as a focal disturbance of endochondral ossification and is regarded as having a multifactorial cause, so no one thing accounts for all aspects of this disease.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Osteochondrosis,2026-02-07,osteochondrosis
injury to the knee,"In humans and other primates, the knee joins the thigh with the leg and consists of two joints: one between the femur and tibia, and one between the femur and patella. It is the largest joint in the human body. The knee is a modified hinge joint, which permits flexion and extension as well as slight internal and external rotation. The knee is vulnerable to injury and to the development of osteoarthritis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Knee,2026-02-07,knee injury
metabolic disorder,"A metabolic disorder is a disorder that negatively alters the body's processing and distribution of macronutrients, such as proteins, fats, and carbohydrates. Metabolic disorders can happen when abnormal chemical reactions in the body alter the normal metabolic process. It can also be defined as inherited single gene anomaly, most of which are autosomal recessive.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Metabolic_disorder,2026-02-07,metabolic disorder
vaginitis,"Vaginitis, also known as vulvovaginitis, is inflammation of the vagina and vulva. Symptoms may include itching, burning, pain, discharge, and a bad smell. Certain types of vaginitis may result in complications during pregnancy.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Vaginitis,2026-02-07,vaginitis
sick sinus syndrome,"Sinus node dysfunction (SND), also known as sick sinus syndrome (SSS), is a group of abnormal heart rhythms (arrhythmias) usually caused by a malfunction of the sinus node, the heart's primary pacemaker. Tachycardia-bradycardia syndrome is a variant of sick sinus syndrome in which the arrhythmia alternates between fast and slow heart rates.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Sinus_node_dysfunction,2026-02-07,sick sinus syndrome
tinnitus of unknown cause,"Tinnitus is a condition when a person hears a ringing sound or a different variety of sounds when no corresponding external sound is present and that other people cannot hear. The word tinnitus comes from the Latin tinnire, ""to ring"".",Wikipedia_fallback,https://en.wikipedia.org/wiki/Tinnitus,2026-02-07,tinnitus
glaucoma,"Glaucoma is a group of eye diseases that can lead to damage of the optic nerve. The optic nerve transmits visual information from the eye to the brain. Glaucoma may cause vision loss if left untreated. It has been called the ""silent thief of sight"" because the loss of vision usually occurs slowly over a long period of time. A major risk factor for glaucoma is increased pressure within the eye, known as intraocular pressure (IOP). It is associated with old age, a family history of glaucoma, and certain medical conditions or the use of some medications. The word glaucoma comes from the Ancient Greek word γλαυκός, meaning 'gleaming, blue-green, gray'.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Glaucoma,2026-02-07,glaucoma
eating disorder,"An eating disorder (ED) is a mental disorder defined by abnormal eating behaviors that adversely affect a person's physical or mental health. These behaviors may include eating too much food or too little food, as well as body image issues. Types of eating disorders include binge eating disorder, where the person suffering keeps eating large amounts in a short period of time typically while not being hungry, often leading to weight gain; anorexia nervosa, where the person has an intense fear of gaining weight, thus restricts food and/or overexercises to manage this fear; bulimia nervosa, where individuals eat a large quantity (binging) then try to rid themselves of the food (purging), in an attempt to not gain any weight; pica, where the patient eats non-food items; rumination syndrome, where the patient regurgitates undigested or minimally digested food; avoidant/restrictive food intake disorder (ARFID), where people have a reduced or selective food intake due to some psychological reasons; and a group of other specified feeding or eating disorders. Anxiety disorders, depression and substance abuse are common among people with eating disorders. These disorders do not include obesity. People often experience comorbidity between an eating disorder and OCD.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Eating_disorder,2026-02-07,eating disorder
transient ischemic attack,"A transient ischemic attack (TIA), commonly known as a mini-stroke, is a temporary (transient) stroke with noticeable symptoms that end within 24 hours. A TIA causes the same symptoms associated with a stroke, such as weakness or numbness on one side of the body, sudden dimming or loss of vision, difficulty speaking or understanding language or slurred speech.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Transient_ischemic_attack,2026-02-07,transient ischemic attack
pyelonephritis,"Pyelonephritis is inflammation of the kidney, typically due to a bacterial infection. Symptoms most often include fever and flank tenderness. Other symptoms may include nausea, burning with urination, and frequent urination. Complications may include pus around the kidney, sepsis, or kidney failure.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Pyelonephritis,2026-02-07,pyelonephritis
rotator cuff injury,Rotator cuff tendinopathy is a process of senescence. The pathophysiology is mucoid degeneration. Most people develop rotator cuff tendinopathy within their lifetime.,Wikipedia_fallback,https://en.wikipedia.org/wiki/Rotator_cuff_tear,2026-02-07,rotator cuff injury
chronic pain disorder,"Chronic pain is pain that persists or recurs for longer than 3 months. It is also described as burning, electrical, throbbing, or nauseating pain. This type of pain contrasts with acute pain, which is associated with a specific cause, typically resolves when the cause is treated, and decreases over time. Chronic pain can last for years. Persistent pain often serves no apparent useful purpose.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Chronic_pain,2026-02-07,chronic pain disorder
problem during pregnancy,"Complications of pregnancy are health problems that are related to or arise during pregnancy. Complications that occur primarily during childbirth are termed obstetric labor complications, and problems that occur primarily after childbirth are termed puerperal disorders. While some complications improve or are fully resolved after pregnancy, some may lead to lasting effects, morbidity, or in the most severe cases, maternal or fetal mortality.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Complications_of_pregnancy,2026-02-07,pregnancy complication
liver cancer,"Liver cancer, also known as hepatic cancer, primary hepatic cancer, or primary hepatic malignancy, is cancer that starts in the liver. Liver cancer can be primary in which the cancer starts in the liver, or it can be liver metastasis, or secondary, in which the cancer spreads from elsewhere in the body to the liver. Liver metastasis is the more common of the two liver cancers. Instances of liver cancer are increasing globally.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Liver_cancer,2026-02-07,liver cancer
atelectasis,"Atelectasis is the partial collapse or closure of a lung resulting in reduced or absent gas exchange. It is usually unilateral, affecting part or all of one lung. It is a condition where the alveoli are deflated down to little or no volume, as distinct from pulmonary consolidation, in which they are filled with liquid. It is often referred to informally as a collapsed lung, although more accurately it usually involves only a partial collapse, and that ambiguous term is also informally used for a fully collapsed lung caused by a pneumothorax.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Atelectasis,2026-02-07,atelectasis
